0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025807912,0.024161067,0.08566108,0.033146426,0.065308951,0.044400623,0,0.004622131,0.028100864,0.032794891,0.028190619,0.10262131,0.04520154,0.049242226,0.061829058,0,0.004065857,0.041022084,0.042976185,0.04904842,0.061483076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00088138,0.003114581,0,0,0,0,0,0,0,0.001374957,0.002984096,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001061242,0.001019996,0.001881298,0.002041672,0.001027061,0,0.000858364,0.000890219,0,0.000706226,0.000565836,0.002273824,0.002387734,0.000645883,0,0.001304273,0.000586411,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043874431,0.04517778,0.008740374,0.072110443,0.025498276,0.069005007,0,0,0.003824928,0.03696611,0.022886602,0.009994999,0.064885978,0.032126994,0.113969285,0,0,0.002751562,0.001884167,0.002408533,0.002898213
0.048942918,0.084471379,0.029934754,0.048328769,0.031568564,0.041786836,0,0,0.001022349,0.07088144,0.052873892,0.033391389,0.058808392,0.031139169,0.056120491,0,0,0.000793364,0.000470287,0.000494039,0.000311666
0.038749929,0.037652913,0.040654648,0.021627298,0.018882225,0.053085439,0,0,0.017563783,0.044872043,0.038710066,0.061418964,0.02827084,0.024571059,0.036968263,0,0,0.019517413,0.010568237,0.008246173,0.00507671
0.001037243,0.002081924,0.000803228,0.000896736,0,0.010494779,0,0,0,0.001162882,0.001687541,0.000501601,0.001381056,0,0.00830066,0,0,0,0,0,0
0.000927463,0.000938709,0.003718099,0.000976465,0.001809258,0.002466498,0,0,0,0.000883844,0.001239714,0.003275139,0.001324857,0.002357947,0.002150928,0,0,0,0,0,0
0.096739008,0.066206645,0.156838758,0.024843281,0.054130548,0.172840103,0,0,0.005137266,0.096760034,0.07839756,0.084758378,0.030585215,0.029109921,0.113650755,0,0,0.004536523,0.003686318,0.002952451,0.003377077
0,0,0,0,0,0.000889242,0,0,0,0,0,0,0,0,0.001140082,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000836399,0,0,0,0.003443326,0,0,0,0,0.001359459,0,0,0,0.003551251,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004095131,0.01384799,0.000896623,0.019609185,0.017875442,0.084872331,0,0,0,0.004677329,0.008162864,0.001024388,0.022713128,0.02265255,0.11342844,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002796471,0.000902244,0.006449378,0.000894068,0.030031826,0,0.0009716,0,0,0.001595708,0.00112988,0.005370408,0.000861307,0.022639414,0,0.001026844,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004247386,0.010542476,0.014043918,0.003120829,0.014809274,0,0,0,0,0.003879748,0.006100412,0.019146289,0.00419973,0.014458171,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032576588,0.019979494,0,0.014671855,0.021968885,0.031955106,0.001021069,0,0.013442195,0.026633806,0.020947596,0,0.017840794,0.028004122,0.028913508,0.000523718,0,0.010499447,0.014580819,0.014449797,0.007377811
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059108471,0.002145717,0,0,0.01811799,0.013718733,0.602836961,0.817783692,0,0.050269061,0.002239718,0,0,0.0201844,0.014529527,0.613759798,0.922215,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001068141,0,0,0,0.000852619,0,0,0,0,0.000703327,0,0,0,0.000925295,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000931325,0,0,0,0.001682096,0,0,0,0,0.000743127,0,0,0,0.001611659,0,0,0,0,0,0,0
0.02736898,0.050060468,0.046593683,0.064716892,0.013786408,0.00879558,0,0,0.004976353,0.016290183,0.053859153,0,0.052273481,0.04117636,0.005568893,0,0,0.006269788,0.009061561,0.010941179,0.014331943
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.250234942,0.162829962,0.292305951,0.136621519,0.191398334,0.146222601,0.000934488,0.046670556,0.049540385,0.237006378,0.211891055,0.393397711,0.16936308,0.110787916,0.21236,0.001236179,0.053145849,0.033717891,0.036880959,0.033525857,0.034528541
0,0.000973018,0,0,0,0,0,0,0,0,0.001059548,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000861181,0,0,0,0,0,0,0,0,0.000572438,0.00080429,0.00110926,0.000990047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001865236,0,0.003367099,0.033682394,0,0,0,0,0,0.001790813,0,0.003501042,0.040329276,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001899379,0.000847477,0,0,0,0,0,0,0,0.001177544,0.000828883,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001881383,0,0,0.000940381,0.000941489,0,0,0,0,0.001576289,0,0,0.000778504,0.001040837,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00093374,0.000913112,0,0,0,0,0,0,0,0.000811174,0.00135385,0,0,0,0,0,0,0,0,0,0
0.001956272,0.000965266,0.002065162,0.001016208,0.003782293,0,0,0,0,0.002121536,0.000513863,0.00148127,0.001403082,0.004199125,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00094397,0.005048164,0.028130466,0.006235932,0.002575359,0.016367657,0,0,0.002042601,0.001396889,0.005374,0.014190513,0.008444366,0.003755944,0.020502888,0,0,0.001778331,0.001935877,0.001824594,0.002440051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003643877,0.007303357,0.002983379,0.005300882,0.002043344,0.001813572,0,0,0.002100104,0.0026784,0.008192181,0.002839649,0.003126613,0.001926244,0.001021581,0,0,0.001505742,0.001771398,0.001957857,0.00165528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000935598,0,0,0.006650741,0.003005976,0.011415631,0,0,0,0.001309873,0,0,0.00541215,0.002593572,0.006329909,0,0,0,0,0,0
0.001056984,0.004289234,0.008231501,0.001997954,0.001807788,0.00708505,0,0,0,0.000577828,0.005315432,0.009947797,0.001915252,0.001468733,0.00708146,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002925022,0.001076611,0.00536339,0.001063532,0.004040861,0.032684985,0,0,0,0.004103432,0.000836281,0.004732085,0.000898035,0.006787041,0.027831319,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001882339,0,0,0,0,0,0,0,0,0.002105472,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003857704,0.001974076,0,0.001635447,0.006023378,0.016825827,0,0,0,0.003036807,0.001904218,0,0.001752536,0.00420918,0.019770246,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.014165996,0,0,0,0,0,0,0,0,0.015900153,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000838398,0,0.000964622,0,0,0,0,0,0,0.001252429,0,0.001007135,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047471588,0.063576552,0.090087008,0.057110273,0.04463574,0.024613019,0,0.003110114,0.004768213,0.03593001,0.057009735,0.100222972,0.053856242,0.04070401,0.021463289,0,0.002101695,0.006870714,0.007070466,0.005299849,0.003957457
0,0.000827348,0,0,0,0,0,0,0,0,0.000626704,0,0,0,0,0,0,0,0,0,0
0.019776192,0.045800166,0.031951391,0.069590536,0.085344857,0.110754344,0,0,0.006927403,0.025553237,0.044899599,0.023035321,0.072701069,0.062725724,0.055252248,0,0,0.003599982,0.005243047,0.002732891,0.003609029
0.001783722,0.034690628,0.011840391,0.0537958,0.007251353,0.014881214,0,0,0,0.001391652,0.022757356,0.006590683,0.072400776,0.004086219,0.017851055,0,0,0,0,0,0
0.004284211,0.005642356,0.008493004,0.00983526,0.001855425,0,0,0,0,0.004641041,0.006865167,0.009870814,0.005624984,0.001733572,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.010781982,0,0,0,0,0,0,0,0,0.010723414,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000984713,0,0,0,0,0.002861685,0,0,0,0.001332457,0,0,0,0,0.00414056,0,0,0,0,0,0
0.000997988,0,0,0,0.003984449,0,0,0,0,0.000791243,0,0,0,0.001934525,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001056929,0,0,0,0,0,0,0,0,0.000504849,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001982849,0,0,0,0,0,0,0,0,0.001833455,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000824134,0,0,0,0,0,0,0,0,0.000642476,0.000586111,0.000707893,0.000666605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.082898024,0.147290404,0.016238043,0.152499718,0.093862654,0,0,0,0,0.096771516,0.179812367,0.015429246,0.118027055,0.112523058,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.025091451,0,0.003087224,0,0,0,0,0,0,0.032875126,0,0.002526465,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051703729,0.069994954,0.023180139,0.14594808,0.196449463,0,0.000911445,0,0,0.072579525,0.049724929,0.021890981,0.110426871,0.179520932,0,0.000618418,0,0,0,0,0
0,0.000958373,0,0,0,0,0,0,0,0,0.00092003,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093408702,0.029436589,0,0.018150453,0,0.002053621,0.004117366,0,0,0.09245671,0.033995322,0,0.020498893,0,0.001918759,0.004492883,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.351321397,0,0,0,0,0,0,0,0,0.21774853,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.001792016,0,0.775869457,0,0,0,0,0,0,0.002221656,0,0.811889549,0.686618961,0.859378,0.814118735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.002560072,0,0,0,0,0,0,0,0,0.003302238,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000938876,0.001784901,0,0,0,0.000848749,0.006363507,0.001847726,0,0.000903241,0.002137058,0,0,0,0.000535601,0.005666935,0.001297518,0,0,0,0
