0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.107751548,0,0,0,0,0,0,0,0,0,0,0.002907745,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00214404,0,0,0,0,0,0,0.000780786,0,0,0,0.001544241,0,0,0,0,0,0,0.000669517,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.037945703,0.000794692,0.017953942,0,0.020560806,0.015013,0.094083083,0.115254097,0.275855146,0.059994076,0,0.031690305,0.000763408,0.014936801,0,0.01893267,0.007785293,0.05833713,0.138879724,0.240567335,0.049630521,0.177942825,0.29111383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000833724,0,0,0,0,0,0,0,0,0,0,0.000663603,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000897322,0,0,0,0,0,0,0,0,0,0,0.000557128,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00084633,0,0,0,0,0,0,0,0,0,0,0.000849838,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.64E-08,0,0.01466645,0.008592963,0,0,0,0,0,0,0,1.24E-08,0,0.008486694,0.009448149,0.004289013,0,0,0,0.012329704,0.01776417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000807238,0,0,0,0,0,0,0,0,0,0,0.000575523,0,0,0,0,0,0,0,0,0,0,0
0,0.001088399,0.001676163,0.001074717,0,0.001625266,0,0.009566432,0,0.000723288,0.052623753,0,0,0.00155165,0.000746735,0,0.001060173,0,0.008732556,0,0.00081505,0.034355828,0.007106207,0.009876204
0,0.021195337,0.000887702,0.005508836,0,0.113377061,0.052698342,0.026206346,0,0.004675864,0.010463392,0,0.01374779,0.000703507,0.004641653,0,0.112334493,0.070299978,0.01725255,0,0.003363995,0.008288661,0.055900118,0.033231833
0,0.007386317,0.01089489,0.02273574,0,0.092559879,0.001660218,0.020447011,0.023101179,0.005464156,0.005155517,0,0.00563744,0,0.021792656,0,0.112469591,0.001722226,0.016474906,0.030387436,0.006006661,0.007053655,0.001270993,0.001547809
0,0,0,0,0,0.000979482,0,0,0,0,0.000966022,0,0,0,0,0,0.000560127,0,0,0,0,0.00086464,0,0
0,0.006690901,0,0.016164228,0,0.011574483,0,0,0,0,0,0,0.004847361,0,0.013710403,0,0.010033164,0,0,0,0,0,0,0
0.003124906,0.112004976,0.02105433,0.070807142,0.001043027,0.084514931,0.127230845,0.053854945,0,0.045873711,0.015620436,0.002607247,0.108553725,0.140729917,0.061417903,0.000895182,0.070469502,0.110909213,0.052090554,0,0.037953364,0.028245477,0.103339484,0.084646957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000108949,0.001089489,0.001826032,0,0,0,0.002882931,0,0.000163492,0.000742517,0.035970044,0.017357345,0,0.001416988,0,0,0.0007,0.002588269,0,0.002608636,0.001025659,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000879943,0,0,0,0.00083576,0,0.001974551,0.000896855,0,0,0,0.000773345,0,0,0,0.000973691,0.103906052,0.001933477,0.000782266,0.230105173,0.251415532,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002553403,0,0.001889399,0,0.004732422,0,0.00681011,0,0,0.000979572,0,0.002677209,0,0.0017556,0,0.002451333,0,0.195033726,0,0,0.00074762,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.014271543,0.01089489,0.020092082,0,0.020092071,0.000747717,0.052045054,0.059186227,0.093312438,0.055064465,0,0.010695386,0,0.018696038,0,0.017934914,0.000846059,0.034817127,0.088655719,0.051816148,0.045905894,0.001016315,0.001500695
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.014801334,0.01089489,0.00567579,0,0,0.000966203,0.069645978,0,0.001016627,0,0,0.011324715,0,0.005862708,0,0.002,0.000694479,0.001989937,0,0.000876193,0.002542093,0.001018006,0.000712314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002030641,0,0,0,0.000926972,0,0,0.002133033,0,0,0,0.001547219,0,0,0,0.000584851,0,0,0.001899565,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.036805349,0.001077432,0.046632035,0,0.011392227,0.124455759,0.131126517,0.03093424,0.015153478,0.007915454,0,0.021468886,0.001063135,0.028952631,0,0.011327006,0.157442549,0.105895768,0.030837674,0.011993617,0.007195667,0.084972795,0.059954957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000742456,0.308128464,0.003320241,0.480007207,0.752473373,0.102858798,0.388388026,0.32922982,0.658620589,0.356030979,0.70814649,0.000930367,0.339399747,0.003810282,0.417977986,0.454327006,0.078378978,0.357844997,0.29000882,0.589972699,0.249155606,0.500083598,0.373131462,0.331119903
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000745109,0,0,0,0.003329599,0,0.000977809,0,0,0,0,0.000738089,0,0,0,0.004166438,0,0.000988605,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.008473069,0,0,0,0,0,0,0,0,0,0,0.009686187,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00103363,0,0.005010195,0,0,0,0,0,0,0,0,0.001068848,0,0.003561304,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.007164259,0.014053315,0.000827487,0,0.005426378,0.000758078,0,0,0,0,0,0.004454195,0.012870146,0.000926812,0,0.00689566,0.000999191,0.007072689,0.0070471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.003196794,0,0.012127966,0,0.005350698,0.001914721,0.001721412,0,0.001015831,0,0,0.002193945,0,0.008945557,0,0.005477152,0.001229573,0.000997449,0,0.001017505,0,0.001331243,0.001831842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004571475,0,0.034128744,0,0,0,0,0,0,0,0,0.005590911,0,0.048977004,0,0,0,0,0,0,0
0,0,0,0,0,0.006779515,0.000725646,0,0,0,0,0,0,0,0,0,0.007025973,0.000831677,0,0,0,0,0.000839227,0.001002999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012876369,0,0.01402224,0.003513337,0.011156759,0,0.001869421,0,0,0,0,0.01119322,0,0.014975609,0.003280343,0.007416034,0,0.001381322,0,0.002493488,0.001267625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002038614,0,0.00416875,0,0.006781205,0,0.001510606,0,0,0.000960342,0,0.001156844,0,0.004194315,0,0.007249292,0,0.002052887,0,0,0.000930717,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000907716,0,0,0,0,0,0,0,0,0,0,0.000539727,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.003122558,0,0.007769097,0,0.007326079,0,0.002526909,0,0,0,0,0.001858417,0,0.007019868,0,0.007289184,0,0.002752262,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002043584,0,0,0,0.000802012,0,0,0,0,0,0,0.001727276,0,0,0,0.000639515,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.054931384,0.00155894,0.002979985,0,0.086845986,0.137241258,0.039690248,0,0.098538866,0.01969075,0,0.011706789,0.051459685,0.02951028,0.3157,0.120576473,0.071338224,0.046413217,0.012161278,0.061005212,0.016378288,0.078424692,0.079711122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.016746464,0.108948897,0.106293634,0.025450883,0.023666894,0.047587517,0.01952975,0,0,0.002677741,0,0.011627936,0,0.128783556,0,0.026927518,0.006771054,0.016973379,0,0.025825496,0.001798957,0,0
0,0.003531401,0.010070718,0.009902129,0,0.021390191,0.001934196,0.003782905,0,0.00101759,0.000861771,0,0.00296563,0,0.007142392,0,0.020780573,0.001608147,0.003871858,0,0.000961069,0.000834221,0.001256808,0.000673732
0,0,0.00104527,0,0,0.00080027,0,0,0,0,0.000721194,0,0,0.000885022,0,0,0.000691942,0,0,0,0,0.001062052,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.005232205,0,0.01022832,0,0,0,0,0,0,0,0,0.003845802,0,0.008270197,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.000955612,0,0,0,0,0,0,0,0,0,0,0.000533203,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00202092,0,0,0,0,0.000911532,0,0,0,0.002352169,0,0.001220234,0,0,0,0,0.000792293,0,0,0,0.001617256,0.001106828,0.001005572
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001050046,0,0,0,0,0.000986324,0,0,0,0,0,0.000807419,0,0,0,0,0.000859033,0,0,0,0,0.000638446,0.000472311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002921287,0,0,0,0,0,0,0,0,0,0,0.002482711,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.001652006,0,0,0,0,0,0,0,0,0,0,0.002118231,0,0,0,0,0
0,0.083072396,0.030624444,0.003645768,0,0.065080358,0.009262742,0.05248856,0.00200468,0,0.017469062,0,0.088185655,0.07637342,0.004702694,0,0.06867716,0.007817948,0.04933078,0.001143499,0,0.011855994,0.008973566,0.009665815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.012105433,0.002216385,0.004930703,0,0.006993557,0,0.010232016,0,0,0,0,0,0,0.005053255,0.0143,0.006739201,0,0.009202557,0.009850635,0.002324295,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000780345,0.043998681,0.631358335,0.00487382,0,0.052834839,0.008196714,0.02801666,0.101240471,0.003118478,0.011356828,0.001067504,0.243152404,0.496735562,0.003474683,0,0.051504092,0.007680803,0.017219002,0.07922373,0.002866778,0.005910801,0.007741909,0.004598136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.001026207,0,0,0,0,0,0,0,0,0,0,0.000646497,0,0,0,0,0.00057676,0.000595442
0,0.001669257,0.001089489,0,0,0.000987432,0.001042025,0,0.001898408,0,0.003132127,0,0.001592135,0,0,0.009690542,0.000872806,0.000678229,0.001970038,0.002108562,0,0.002860799,0.000925173,0.000598985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024448827,0.004993405,0.046245757,0.089970633,0.010993975,0,0.024377307,0.000885023,0,0.001016533,0,0.02647382,0.007228407,0.036901692,0.0200001,0.018135335,0,0.031651038,0.001041077,0,0.000848997,0.000251667,0.032551585,0.016830815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.797109514,0.002216385,0.101373445,0,0.209205018,0.126460558,0.00470249,0,0,0,0.003946875,0.865544325,0,0.186371464,0.133282623,0.186288332,0.118686143,0.006440976,0.022110411,0.01094515,0,0.004507332,0.005799708,0.002950277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.000884889,0,0,0,0,0,0,0,0,0,0,0.000573383,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
